# ========
# captured on: Wed Feb  6 11:49:58 2013
# hostname : santana
# os release : 3.7.3-101.fc17.x86_64
# perf version : 3.7.3-101.fc17.x86_64
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
# cpuid : GenuineIntel,6,58,9
# total memory : 3612352 kB
# cmdline : /usr/bin/perf record --event=r003b088 -j any_call --pid=4158,4157,4156,4155,4154,4153,4152,4151,4150,4149,4148,4147,4146,4145,4144,4143,4142,4141,4140,4139,4138,4137,4136,4135,4134,4133,4132,4131,4130,4129,4128,4127,4126,4125,4124,4123,4122,4121,4120,4119,4118,4117,4116,4115,4114,4113,4112,4111,4110,4109,4108,4107,4106,4105,4104,4103,4102,4101,4100,4099,4098,4097,4096,4095,4088,4087,4086,4085,4083,4081 ./waitforpid.sh 4092 
# event : name = r003b088, type = 4, config = 0x3b088, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 51680, 51681, 51682, 51683, 51684, 51685, 51686, 51687, 51688, 51689, 51690, 51691, 51692, 51693, 51694, 51695, 51696, 51697, 51698, 51699, 51700, 51701, 51702, 51703, 51704, 51705, 51706, 51707, 51708, 51709, 51710, 51711, 51712, 51713, 51714, 51715, 51716, 51717, 51718, 51719, 51720, 51721, 51722, 51723, 51724, 51725, 51726, 51727, 51728, 51729, 51730, 51731, 51732, 51733, 51734, 51735, 51736, 51737, 51738, 51739, 51740, 51741, 51742, 51743, 51744, 51745, 51746, 51747, 51748, 51749 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# contains samples with branch stack
# pmu mappings: cpu = 4, software = 1, tracepoint = 2, breakpoint = 5
# ========
#
# Samples: 9M of event 'r003b088'
# Event count (approx.): 9290766
#
# Overhead   Command  Source Shared Object                                  Source Symbol  Target Shared Object                                  Target Symbol
# ........  ........  ....................  .............................................  ....................  .............................................
#
     0.00%  postgres  [kernel.kallsyms]     [k] sys_exit_group                             [kernel.kallsyms]     [k] do_group_exit                            
     0.00%  postgres  [kernel.kallsyms]     [k] ns_to_timeval                              [kernel.kallsyms]     [k] ns_to_timespec                           
     0.00%  postgres  [kernel.kallsyms]     [k] mod_timer                                  [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore              
     0.00%  postgres  [kernel.kallsyms]     [k] free_uid                                   [kernel.kallsyms]     [k] _atomic_dec_and_lock                     
     0.00%  postgres  [kernel.kallsyms]     [k] __sigqueue_free                            [kernel.kallsyms]     [k] free_uid                                 
     0.00%  postgres  [kernel.kallsyms]     [k] __sigqueue_free                            [kernel.kallsyms]     [k] kmem_cache_free                          
     0.00%  postgres  [kernel.kallsyms]     [k] __dequeue_signal                           [kernel.kallsyms]     [k] __sigqueue_free                          
     0.00%  postgres  [kernel.kallsyms]     [k] __dequeue_signal                           [kernel.kallsyms]     [k] __list_del_entry                         
     0.00%  postgres  [kernel.kallsyms]     [.] recalc_sigpending                          [kernel.kallsyms]     [.] recalc_sigpending_tsk                    
     0.00%  postgres  [kernel.kallsyms]     [.] __set_task_blocked                         [kernel.kallsyms]     [.] recalc_sigpending                        
     0.00%  postgres  [kernel.kallsyms]     [k] get_signal_to_deliver                      [kernel.kallsyms]     [k] dequeue_signal                           
     0.00%  postgres  [kernel.kallsyms]     [k] get_signal_to_deliver                      [kernel.kallsyms]     [k] uprobe_deny_signal                       
     0.00%  postgres  [kernel.kallsyms]     [k] get_signal_to_deliver                      [kernel.kallsyms]     [k] _cond_resched                            
     0.00%  postgres  [kernel.kallsyms]     [k] get_signal_to_deliver                      [kernel.kallsyms]     [k] _raw_spin_lock_irq                       
     0.00%  postgres  [kernel.kallsyms]     [k] exit_signals                               [kernel.kallsyms]     [k] up_read                                  
     0.00%  postgres  [kernel.kallsyms]     [k] exit_signals                               [kernel.kallsyms]     [k] down_read                                
     0.00%  postgres  [kernel.kallsyms]     [.] __set_current_blocked                      [kernel.kallsyms]     [.] __set_task_blocked                       
     0.00%  postgres  [kernel.kallsyms]     [.] __set_current_blocked                      [kernel.kallsyms]     [.] _raw_spin_lock_irq                       
     0.00%  postgres  [kernel.kallsyms]     [.] sigprocmask                                [kernel.kallsyms]     [.] __set_current_blocked                    
     0.00%  postgres  [kernel.kallsyms]     [.] sys_rt_sigprocmask                         [kernel.kallsyms]     [.] sigprocmask                              
     0.00%  postgres  [kernel.kallsyms]     [.] sys_rt_sigprocmask                         [kernel.kallsyms]     [.] _copy_from_user                          
     0.00%  postgres  [kernel.kallsyms]     [.] sys_rt_sigprocmask                         [kernel.kallsyms]     [.] _cond_resched                            
     0.00%  postgres  [kernel.kallsyms]     [k] task_work_run                              [kernel.kallsyms]     [k] ____fput                                 
     0.00%  postgres  [kernel.kallsyms]     [k] task_work_run                              [kernel.kallsyms]     [k] _cond_resched                            
     0.00%  postgres  [kernel.kallsyms]     [k] wake_bit_function                          [kernel.kallsyms]     [k] autoremove_wake_function                 
     0.00%  postgres  [kernel.kallsyms]     [k] __wake_up_common                           [kernel.kallsyms]     [k] wake_bit_function                        
     0.00%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] ttwu_do_wakeup                           
     0.00%  postgres  [kernel.kallsyms]     [k] sched_rt_period_timer                      [kernel.kallsyms]     [k] hrtimer_forward                          
     0.00%  postgres  [kernel.kallsyms]     [k] sched_rt_period_timer                      [kernel.kallsyms]     [k] ktime_get                                
     0.00%  postgres  [kernel.kallsyms]     [k] profile_task_exit                          [kernel.kallsyms]     [k] blocking_notifier_call_chain             
     0.00%  postgres  [kernel.kallsyms]     [k] profile_munmap                             [kernel.kallsyms]     [k] blocking_notifier_call_chain             
     0.00%  postgres  [kernel.kallsyms]     [k] handle_irq_event_percpu                    [kernel.kallsyms]     [k] ahci_interrupt                           
     0.00%  postgres  [kernel.kallsyms]     [k] rcu_process_callbacks                      [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore              
     0.00%  postgres  [kernel.kallsyms]     [k] perf_event_mmap                            [kernel.kallsyms]     [k] arch_vma_name                            
     0.00%  postgres  [kernel.kallsyms]     [k] perf_event_mmap                            [kernel.kallsyms]     [k] perf_event_mmap_ctx                      
     0.00%  postgres  [kernel.kallsyms]     [k] perf_event_mmap                            [kernel.kallsyms]     [k] strlen                                   
     0.00%  postgres  [kernel.kallsyms]     [k] delete_from_page_cache                     [kernel.kallsyms]     [k] __delete_from_page_cache                 
     0.00%  postgres  [kernel.kallsyms]     [k] delete_from_page_cache                     [kernel.kallsyms]     [k] put_page                                 
     0.00%  postgres  [kernel.kallsyms]     [k] delete_from_page_cache                     [kernel.kallsyms]     [k] _raw_spin_lock_irq                       
     0.00%  postgres  [kernel.kallsyms]     [k] generic_file_aio_read                      [kernel.kallsyms]     [k] unlock_page                              
     0.00%  postgres  [kernel.kallsyms]     [k] get_zeroed_page                            [kernel.kallsyms]     [k] __get_free_pages                         
     0.00%  postgres  [kernel.kallsyms]     [k] free_one_page                              [kernel.kallsyms]     [k] bad_range                                
     0.00%  postgres  [kernel.kallsyms]     [k] free_one_page                              [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] __free_pages_ok.part.58                    [kernel.kallsyms]     [k] get_pageblock_flags_group                
     0.00%  postgres  [kernel.kallsyms]     [k] __free_pages_ok.part.58                    [kernel.kallsyms]     [k] free_one_page                            
     0.00%  postgres  [kernel.kallsyms]     [k] __free_pages                               [kernel.kallsyms]     [k] __free_pages_ok.part.58                  
     0.00%  postgres  [kernel.kallsyms]     [k] __free_pages                               [kernel.kallsyms]     [k] free_pages_prepare                       
     0.00%  postgres  [kernel.kallsyms]     [k] test_clear_page_writeback                  [kernel.kallsyms]     [k] __percpu_counter_add                     
     0.00%  postgres  [kernel.kallsyms]     [k] __do_page_cache_readahead                  [kernel.kallsyms]     [k] put_pages_list                           
     0.00%  postgres  [kernel.kallsyms]     [k] __do_page_cache_readahead                  [kernel.kallsyms]     [k] ext4_readpages                           
     0.00%  postgres  [kernel.kallsyms]     [k] __do_page_cache_readahead                  [kernel.kallsyms]     [k] blk_start_plug                           
     0.00%  postgres  [kernel.kallsyms]     [k] page_cache_async_readahead                 [kernel.kallsyms]     [k] ondemand_readahead                       
     0.00%  postgres  [kernel.kallsyms]     [k] activate_page                              [kernel.kallsyms]     [k] pagevec_lru_move_fn                      
     0.00%  postgres  [kernel.kallsyms]     [k] truncate_inode_page                        [kernel.kallsyms]     [k] delete_from_page_cache                   
     0.00%  postgres  [kernel.kallsyms]     [k] truncate_inode_page                        [kernel.kallsyms]     [k] cancel_dirty_page                        
     0.00%  postgres  [kernel.kallsyms]     [k] truncate_inode_pages_range                 [kernel.kallsyms]     [k] unlock_page                              
     0.00%  postgres  [kernel.kallsyms]     [k] truncate_inode_pages_range                 [kernel.kallsyms]     [k] __pagevec_release                        
     0.00%  postgres  [kernel.kallsyms]     [k] invalidate_mapping_pages                   [kernel.kallsyms]     [k] pagevec_lookup                           
     0.00%  postgres  [kernel.kallsyms]     [k] invalidate_mapping_pages                   [kernel.kallsyms]     [k] mem_cgroup_uncharge_end                  
     0.00%  postgres  [kernel.kallsyms]     [k] invalidate_mapping_pages                   [kernel.kallsyms]     [k] _cond_resched                            
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_page_list                           [kernel.kallsyms]     [k] free_hot_cold_page_list                  
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_page_list                           [kernel.kallsyms]     [k] __remove_mapping                         
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_page_list                           [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] __dec_zone_state                           [kernel.kallsyms]     [k] zone_page_state_add                      
     0.00%  postgres  [kernel.kallsyms]     [k] __tlb_remove_page                          [kernel.kallsyms]     [k] __get_free_pages                         
     0.00%  postgres  [kernel.kallsyms]     [k] free_pgd_range                             [kernel.kallsyms]     [k] native_set_pud                           
     0.00%  postgres  [kernel.kallsyms]     [k] free_pgd_range                             [kernel.kallsyms]     [k] ___pmd_free_tlb                          
     0.00%  postgres  [kernel.kallsyms]     [k] unmap_single_vma                           [kernel.kallsyms]     [k] sync_mm_rss                              
     0.00%  postgres  [kernel.kallsyms]     [k] copy_pte_range                             [kernel.kallsyms]     [k] __pte_alloc                              
     0.00%  postgres  [kernel.kallsyms]     [k] handle_pte_fault                           [kernel.kallsyms]     [k] anon_vma_prepare                         
     0.00%  postgres  [kernel.kallsyms]     [k] __pmd_alloc                                [kernel.kallsyms]     [k] get_zeroed_page                          
     0.00%  postgres  [kernel.kallsyms]     [k] copy_page_range                            [kernel.kallsyms]     [k] __pmd_alloc                              
     0.00%  postgres  [kernel.kallsyms]     [k] unmap_region                               [kernel.kallsyms]     [k] free_pgtables                            
     0.00%  postgres  [kernel.kallsyms]     [k] vma_adjust                                 [kernel.kallsyms]     [k] anon_vma_interval_tree_insert            
     0.00%  postgres  [kernel.kallsyms]     [k] vma_adjust                                 [kernel.kallsyms]     [k] anon_vma_interval_tree_remove            
     0.00%  postgres  [kernel.kallsyms]     [k] vma_adjust                                 [kernel.kallsyms]     [k] __vma_adjust_trans_huge                  
     0.00%  postgres  [kernel.kallsyms]     [k] vma_adjust                                 [kernel.kallsyms]     [k] mutex_unlock                             
     0.00%  postgres  [kernel.kallsyms]     [k] vma_adjust                                 [kernel.kallsyms]     [k] mutex_lock                               
     0.00%  postgres  [kernel.kallsyms]     [k] vma_merge                                  [kernel.kallsyms]     [k] can_vma_merge_before                     
     0.00%  postgres  [kernel.kallsyms]     [k] vma_merge                                  [kernel.kallsyms]     [k] vma_adjust                               
     0.00%  postgres  [kernel.kallsyms]     [k] vma_merge                                  [kernel.kallsyms]     [k] khugepaged_enter_vma_merge               
     0.00%  postgres  [kernel.kallsyms]     [k] vm_munmap                                  [kernel.kallsyms]     [k] down_write                               
     0.00%  postgres  [kernel.kallsyms]     [k] mmap_region                                [kernel.kallsyms]     [k] perf_event_mmap                          
     0.00%  postgres  [kernel.kallsyms]     [k] mmap_region                                [kernel.kallsyms]     [k] vma_merge                                
     0.00%  postgres  [kernel.kallsyms]     [k] sys_munmap                                 [kernel.kallsyms]     [k] profile_munmap                           
     0.00%  postgres  [kernel.kallsyms]     [k] sys_munmap                                 [kernel.kallsyms]     [k] vm_munmap                                
     0.00%  postgres  [kernel.kallsyms]     [k] anon_vma_fork                              [kernel.kallsyms]     [k] mutex_lock                               
     0.00%  postgres  [kernel.kallsyms]     [k] new_slab                                   [kernel.kallsyms]     [k] alloc_pages_current                      
     0.00%  postgres  [kernel.kallsyms]     [k] memcg_check_events                         [kernel.kallsyms]     [k] __mem_cgroup_threshold                   
     0.00%  postgres  [kernel.kallsyms]     [k] filp_close                                 [kernel.kallsyms]     [k] fput                                     
     0.00%  postgres  [kernel.kallsyms]     [k] filp_close                                 [kernel.kallsyms]     [k] locks_remove_posix                       
     0.00%  postgres  [kernel.kallsyms]     [k] do_dentry_open                             [kernel.kallsyms]     [k] try_module_get                           
     0.00%  postgres  [kernel.kallsyms]     [k] do_dentry_open                             [kernel.kallsyms]     [k] file_sb_list_add                         
     0.00%  postgres  [kernel.kallsyms]     [k] do_dentry_open                             [kernel.kallsyms]     [k] security_file_open                       
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] put_pid                                  
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] module_put                               
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] __mnt_drop_write                         
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] fsnotify                                 
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] __fsnotify_parent                        
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] locks_remove_flock                       
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] ext4_release_file                        
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] security_file_free                       
     0.00%  postgres  [kernel.kallsyms]     [k] __fput                                     [kernel.kallsyms]     [k] _cond_resched                            
     0.00%  postgres  [kernel.kallsyms]     [k] ____fput                                   [kernel.kallsyms]     [k] __fput                                   
     0.00%  postgres  [kernel.kallsyms]     [k] file_sb_list_add                           [kernel.kallsyms]     [k] lg_local_unlock                          
     0.00%  postgres  [kernel.kallsyms]     [k] file_sb_list_add                           [kernel.kallsyms]     [k] lg_local_lock                            
     0.00%  postgres  [kernel.kallsyms]     [k] file_sb_list_add                           [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] file_sb_list_del                           [kernel.kallsyms]     [k] lg_local_lock_cpu                        
     0.00%  postgres  [kernel.kallsyms]     [k] fput                                       [kernel.kallsyms]     [k] file_sb_list_del                         
     0.00%  postgres  [kernel.kallsyms]     [k] pipe_poll                                  [kernel.kallsyms]     [k] __pollwait                               
     0.00%  postgres  [kernel.kallsyms]     [k] try_to_ascend                              [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] __d_drop                                   [kernel.kallsyms]     [k] __d_shrink                               
     0.00%  postgres  [kernel.kallsyms]     [k] d_kill                                     [kernel.kallsyms]     [k] list_del                                 
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_dentry_list                         [kernel.kallsyms]     [k] __d_drop                                 
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_dentry_list                         [kernel.kallsyms]     [k] d_kill                                   
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_dcache_parent                       [kernel.kallsyms]     [k] dentry_lru_del                           
     0.00%  postgres  [kernel.kallsyms]     [k] shrink_dcache_parent                       [kernel.kallsyms]     [k] try_to_ascend                            
     0.00%  postgres  [kernel.kallsyms]     [k] file_remove_suid                           [kernel.kallsyms]     [k] security_inode_need_killpriv             
     0.00%  postgres  [kernel.kallsyms]     [k] inode_init_always                          [kernel.kallsyms]     [k] __mutex_init                             
     0.00%  postgres  [kernel.kallsyms]     [k] inode_init_always                          [kernel.kallsyms]     [k] security_inode_alloc                     
     0.00%  postgres  [kernel.kallsyms]     [k] touch_atime                                [kernel.kallsyms]     [k] __sb_start_write                         
     0.00%  postgres  [kernel.kallsyms]     [k] touch_atime                                [kernel.kallsyms]     [k] update_time                              
     0.00%  postgres  [kernel.kallsyms]     [k] touch_atime                                [kernel.kallsyms]     [k] __mnt_want_write                         
     0.00%  postgres  [kernel.kallsyms]     [k] inode_sb_list_add                          [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] inode_sb_list_add                          [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] new_inode_pseudo                           [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] new_inode                                  [kernel.kallsyms]     [k] inode_sb_list_add                        
     0.00%  postgres  [kernel.kallsyms]     [k] __mark_inode_dirty                         [kernel.kallsyms]     [k] __list_del_entry                         
     0.00%  postgres  [kernel.kallsyms]     [k] __mark_inode_dirty                         [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] __find_get_block                           [kernel.kallsyms]     [k] __find_get_block_slow                    
     0.00%  postgres  [kernel.kallsyms]     [k] bio_endio                                  [kernel.kallsyms]     [k] ext4_end_bio                             
     0.00%  postgres  [kernel.kallsyms]     [k] bio_phys_segments                          [kernel.kallsyms]     [k] blk_recount_segments                     
     0.00%  postgres  [kernel.kallsyms]     [k] do_mpage_readpage                          [kernel.kallsyms]     [k] bio_get_nr_vecs                          
     0.00%  postgres  [kernel.kallsyms]     [k] do_mpage_readpage                          [kernel.kallsyms]     [k] mpage_alloc                              
     0.00%  postgres  [kernel.kallsyms]     [k] do_mpage_readpage                          [kernel.kallsyms]     [k] submit_bio                               
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_read_inode_bitmap                     [kernel.kallsyms]     [k] __getblk                                 
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_read_inode_bitmap                     [kernel.kallsyms]     [k] ext4_get_group_desc                      
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_read_inode_bitmap                     [kernel.kallsyms]     [k] ext4_inode_bitmap                        
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_free_inode                            [kernel.kallsyms]     [k] ext4_read_inode_bitmap                   
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_new_inode                             [kernel.kallsyms]     [k] __ext4_handle_dirty_metadata             
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_new_inode                             [kernel.kallsyms]     [k] down_read                                
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_readpages                             [kernel.kallsyms]     [k] mpage_readpages                          
     0.00%  postgres  [kernel.kallsyms]     [k] write_cache_pages_da                       [kernel.kallsyms]     [k] mpage_da_map_and_submit                  
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_evict_inode                           [kernel.kallsyms]     [k] get_seconds                              
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_evict_inode                           [kernel.kallsyms]     [k] ext4_mark_inode_dirty                    
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_free_io_end                           [kernel.kallsyms]     [k] __wake_up                                
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_free_io_end                           [kernel.kallsyms]     [k] kmem_cache_free                          
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_end_bio                               [kernel.kallsyms]     [k] bio_put                                  
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_end_bio                               [kernel.kallsyms]     [k] ext4_free_io_end                         
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_delete_entry                          [kernel.kallsyms]     [k] __ext4_journal_get_write_access          
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_orphan_add                            [kernel.kallsyms]     [k] mutex_lock                               
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_rename                                [kernel.kallsyms]     [k] ext4_delete_entry                        
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_rename                                [kernel.kallsyms]     [k] ext4_orphan_add                          
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_rename                                [kernel.kallsyms]     [k] strncmp                                  
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_orphan_del                            [kernel.kallsyms]     [k] mutex_unlock                             
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_clear_inode                           [kernel.kallsyms]     [k] kmem_cache_free                          
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_clear_inode                           [kernel.kallsyms]     [k] dquot_drop                               
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_clear_inode                           [kernel.kallsyms]     [k] ext4_discard_preallocations              
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_clear_inode                           [kernel.kallsyms]     [k] jbd2_journal_release_jbd_inode           
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_ext_remove_space                      [kernel.kallsyms]     [k] kfree                                    
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_ext_remove_space                      [kernel.kallsyms]     [k] __ext4_journal_stop                      
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_ext_truncate                          [kernel.kallsyms]     [k] current_fs_time                          
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_ext_truncate                          [kernel.kallsyms]     [k] up_write                                 
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_ext_truncate                          [kernel.kallsyms]     [k] ext4_mark_inode_dirty                    
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_discard_preallocations                [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_xattr_find_entry                      [kernel.kallsyms]     [k] strlen                                   
     0.00%  postgres  [kernel.kallsyms]     [k] ext4_xattr_get                             [kernel.kallsyms]     [k] ext4_xattr_find_entry                    
     0.00%  postgres  [kernel.kallsyms]     [k] jbd2_journal_dirty_metadata                [kernel.kallsyms]     [k] __jbd2_journal_file_buffer               
     0.00%  postgres  [kernel.kallsyms]     [k] jbd2_journal_dirty_metadata                [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] jbd2_journal_release_jbd_inode             [kernel.kallsyms]     [k] list_del                                 
     0.00%  postgres  [kernel.kallsyms]     [k] jbd2_journal_release_jbd_inode             [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] sys_semtimedop                             [kernel.kallsyms]     [k] apic_timer_interrupt                     
     0.00%  postgres  [kernel.kallsyms]     [k] security_inode_alloc                       [kernel.kallsyms]     [k] selinux_inode_alloc_security             
     0.00%  postgres  [kernel.kallsyms]     [k] security_inode_need_killpriv               [kernel.kallsyms]     [k] cap_inode_need_killpriv                  
     0.00%  postgres  [kernel.kallsyms]     [k] security_file_free                         [kernel.kallsyms]     [k] selinux_file_free_security               
     0.00%  postgres  [kernel.kallsyms]     [k] security_file_open                         [kernel.kallsyms]     [k] selinux_file_open                        
     0.00%  postgres  [kernel.kallsyms]     [k] selinux_file_free_security                 [kernel.kallsyms]     [k] kfree                                    
     0.00%  postgres  [kernel.kallsyms]     [k] selinux_inode_alloc_security               [kernel.kallsyms]     [k] __mutex_init                             
     0.00%  postgres  [kernel.kallsyms]     [k] selinux_inode_alloc_security               [kernel.kallsyms]     [k] kmem_cache_alloc                         
     0.00%  postgres  [kernel.kallsyms]     [k] selinux_file_open                          [kernel.kallsyms]     [k] avc_policy_seqno                         
     0.00%  postgres  [kernel.kallsyms]     [k] selinux_file_open                          [kernel.kallsyms]     [k] inode_has_perm.isra.31.constprop.61      
     0.00%  postgres  [kernel.kallsyms]     [k] hashtab_search                             [kernel.kallsyms]     [k] rangetr_hash                             
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid.part.12               [kernel.kallsyms]     [k] ebitmap_get_bit                          
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid.part.12               [kernel.kallsyms]     [k] avtab_search                             
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid.part.12               [kernel.kallsyms]     [k] avtab_search_node                        
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid.part.12               [kernel.kallsyms]     [k] unmap_class                              
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid.part.12               [kernel.kallsyms]     [k] mls_compute_sid                          
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid.part.12               [kernel.kallsyms]     [k] _raw_read_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] security_compute_sid                       [kernel.kallsyms]     [k] security_compute_sid.part.12             
     0.00%  postgres  [kernel.kallsyms]     [k] security_transition_sid                    [kernel.kallsyms]     [k] security_compute_sid                     
     0.00%  postgres  [kernel.kallsyms]     [k] mls_compute_sid                            [kernel.kallsyms]     [k] hashtab_search                           
     0.00%  postgres  [kernel.kallsyms]     [k] elv_dispatch_sort                          [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] __elv_add_request                          [kernel.kallsyms]     [k] elv_rqhash_add.isra.9                    
     0.00%  postgres  [kernel.kallsyms]     [k] __elv_add_request                          [kernel.kallsyms]     [k] cfq_insert_request                       
     0.00%  postgres  [kernel.kallsyms]     [k] __elv_add_request                          [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] elv_requeue_request                        [kernel.kallsyms]     [k] __elv_add_request                        
     0.00%  postgres  [kernel.kallsyms]     [k] elv_put_request                            [kernel.kallsyms]     [k] cfq_put_request                          
     0.00%  postgres  [kernel.kallsyms]     [k] elv_completed_request                      [kernel.kallsyms]     [k] cfq_completed_request                    
     0.00%  postgres  [kernel.kallsyms]     [k] req_bio_endio.isra.51                      [kernel.kallsyms]     [k] bio_endio                                
     0.00%  postgres  [kernel.kallsyms]     [k] blk_update_request                         [kernel.kallsyms]     [k] req_bio_endio.isra.51                    
     0.00%  postgres  [kernel.kallsyms]     [k] blk_update_bidi_request                    [kernel.kallsyms]     [k] blk_update_request                       
     0.00%  postgres  [kernel.kallsyms]     [k] blk_requeue_request                        [kernel.kallsyms]     [k] elv_requeue_request                      
     0.00%  postgres  [kernel.kallsyms]     [k] blk_requeue_request                        [kernel.kallsyms]     [k] blk_delete_timer                         
     0.00%  postgres  [kernel.kallsyms]     [k] __blk_put_request                          [kernel.kallsyms]     [k] mempool_free                             
     0.00%  postgres  [kernel.kallsyms]     [k] __blk_put_request                          [kernel.kallsyms]     [k] elv_put_request                          
     0.00%  postgres  [kernel.kallsyms]     [k] __blk_put_request                          [kernel.kallsyms]     [k] elv_completed_request                    
     0.00%  postgres  [kernel.kallsyms]     [k] __blk_put_request                          [kernel.kallsyms]     [k] put_io_context                           
     0.00%  postgres  [kernel.kallsyms]     [k] blk_finish_request                         [kernel.kallsyms]     [k] part_round_stats                         
     0.00%  postgres  [kernel.kallsyms]     [k] blk_finish_request                         [kernel.kallsyms]     [k] __blk_put_request                        
     0.00%  postgres  [kernel.kallsyms]     [k] blk_finish_request                         [kernel.kallsyms]     [k] blk_delete_timer                         
     0.00%  postgres  [kernel.kallsyms]     [k] blk_finish_request                         [kernel.kallsyms]     [k] sd_unprep_fn                             
     0.00%  postgres  [kernel.kallsyms]     [k] blk_end_bidi_request                       [kernel.kallsyms]     [k] blk_update_bidi_request                  
     0.00%  postgres  [kernel.kallsyms]     [k] blk_end_request                            [kernel.kallsyms]     [k] blk_end_bidi_request                     
